regionid,regiontype,relativesignificance,subclass,regionname,regionnamelong,parentregionid
553248621562269262,Point of Interest,,,Timber Village Museum,"Timber Village Museum, Blind River, Ontario, Canada",181867
553248621562269440,Point of Interest,,,Huron Pines Golf and Country Club,"Huron Pines Golf and Country Club, Blind River, Ontario, Canada",181867
553248634255038579,Point of Interest,,,Boom Camp Trailhead,"Boom Camp Trailhead, Blind River, Ontario, Canada",181867
553248634255039388,Point of Interest,,,Blind River Marina,"Blind River Marina, Blind River, Ontario, Canada",181867
553248621532865235,Point of Interest,,,Gallery on the Lake,"Gallery on the Lake, Trent Lakes, Ontario, Canada",181868
553248621562268849,Point of Interest,,,Six Foot Bay Golf Course,"Six Foot Bay Golf Course, Trent Lakes, Ontario, Canada",181868
3000412527,City,,,Williamsford,"Williamsford, Chatsworth, Ontario, Canada",181870
6129832,Point of Interest,,stadium,Grand River Raceway,"Grand River Raceway, Centre Wellington, Ontario, Canada",181872
6291281,Point of Interest,,museums,Elora Centre For The Arts,"Elora Centre For The Arts, Ontario, Canada",181872
6291334,Point of Interest,,icecream,Elora SkyRider Zipline,"Elora SkyRider Zipline, Centre Wellington, Ontario, Canada",181872
6291407,Point of Interest,,icecream,Zipline Extreme,"Zipline Extreme, Centre Wellington, Ontario, Canada",181872
6293850,Point of Interest,,tree,Elora Gorge Conservation Area,"Elora Gorge Conservation Area, Ontario, Canada",181872
553248634504728647,Point of Interest,,,Elora Mews Shops,"Elora Mews Shops, Centre Wellington, Ontario, Canada",181872
553248621562269273,Point of Interest,,,Espanola Golf and Country Club,"Espanola Golf and Country Club, Espanola, Ontario, Canada",181873
553248621575904466,Point of Interest,,,Espanola Regional Recreation Complex Arena,"Espanola Regional Recreation Complex Arena, Espanola, Ontario, Canada",181873
553248621532865219,Point of Interest,,,Horseless Carriage Museum,"Horseless Carriage Museum, Kawartha Lakes, Ontario, Canada",181874
553248621562268918,Point of Interest,,,Station Gallery of Fenelon Falls,"Station Gallery of Fenelon Falls, Kawartha Lakes, Ontario, Canada",181874
553248621579051405,Point of Interest,,,Fenelon Falls,"Fenelon Falls, Kawartha Lakes, Ontario, Canada",181874
553248621579051407,Point of Interest,,,Fenelon Falls Museum,"Fenelon Falls Museum, Kawartha Lakes, Ontario, Canada",181874
553248621532864946,Point of Interest,,,Limehouse Conservation Area,"Limehouse Conservation Area, Halton Hills, Ontario, Canada",181876
553248621532864948,Point of Interest,,,Williams Mill Visual Arts Centre,"Williams Mill Visual Arts Centre, Halton Hills, Ontario, Canada",181876
553248621562268231,Point of Interest,,,Devereaux House,"Devereaux House, Halton Hills, Ontario, Canada",181876
553248621562268234,Point of Interest,,,Georgetown Market Place,"Georgetown Market Place, Halton Hills, Ontario, Canada",181876
553248621587527604,Point of Interest,,,Silver Creek Conservation Area,"Silver Creek Conservation Area, Halton Hills, Ontario, Canada",181876
6291823,Train Station,,,Georgetown Station,"Georgetown Station, Ontario, Canada",181876
553248621554113747,Point of Interest,,,The Livery Theatre,"The Livery Theatre, Goderich, Ontario, Canada",181877
553248621554113748,Point of Interest,,,Huron County Museum,"Huron County Museum, Goderich, Ontario, Canada",181877
553248621554117956,Point of Interest,,,Huron Historic Gaol,"Huron Historic Gaol, Goderich, Ontario, Canada",181877
553248621554117958,Point of Interest,,,Menesetung Bridge,"Menesetung Bridge, Goderich, Ontario, Canada",181877
553248621554117964,Point of Interest,,,Reuben R. Sallows Gallery,"Reuben R. Sallows Gallery, Goderich, Ontario, Canada",181877
6089421,Point of Interest,,stadium,Grand Bend Motorplex,"Grand Bend Motorplex, South Huron, Ontario, Canada",181878
553248621532864701,Point of Interest,,,Grand Bend Farmers' Market,"Grand Bend Farmers' Market, Lambton Shores, Ontario, Canada",181878
553248621532864702,Point of Interest,,,Lakeside Spa,"Lakeside Spa, South Huron, Ontario, Canada",181878
553248621562267850,Point of Interest,,,Huron Country Playhouse,"Huron Country Playhouse, South Huron, Ontario, Canada",181878
553248622672924382,Point of Interest,,,Grand Bend Marina,"Grand Bend Marina, Lambton Shores, Ontario, Canada",181878
553248622672924390,Point of Interest,,,Grand Bend’s Beach House Observation Deck,"Grand Bend’s Beach House Observation Deck, Lambton Shores, Ontario, Canada",181878
553248621565061300,Point of Interest,,,Hanover Raceway & Casino,"Hanover Raceway & Casino, Hanover, Ontario, Canada",181879
553248621562269475,Point of Interest,,,Iroquois Falls Pioneer Museum,"Iroquois Falls Pioneer Museum, Iroquois Falls, Ontario, Canada",181882
553248621562269578,Point of Interest,,,Abitibi Golf Club,"Abitibi Golf Club, Iroquois Falls, Ontario, Canada",181882
553248621571424296,Point of Interest,,,Iroquois Falls City Park,"Iroquois Falls City Park, Iroquois Falls, Ontario, Canada",181882
6295152,Point of Interest,,theater,Red Barn Theatre,"Red Barn Theatre, Georgina, Ontario, Canada",181883
6248391,Point of Interest,,winery,Cave Springs Winery,"Cave Springs Winery, Lincoln, Ontario, Canada",181884
6248395,Point of Interest,,anchor,Beacon Marina,"Beacon Marina, Lincoln, Ontario, Canada",181884
6248416,Point of Interest,,museums,Jordan Art Gallery,"Jordan Art Gallery, Lincoln, Ontario, Canada",181884
6248419,Point of Interest,,museums,Town of Lincoln's Jordan Historical Museum,"Town of Lincoln's Jordan Historical Museum, Lincoln, Ontario, Canada",181884
6248423,Point of Interest,,museums,Ninavik Native Arts,"Ninavik Native Arts, Lincoln, Ontario, Canada",181884
6248428,Point of Interest,,winery,Di Profio Winery,"Di Profio Winery, Lincoln, Ontario, Canada",181884
6248435,Point of Interest,,tree,Jordan Lion's Park,"Jordan Lion's Park, Lincoln, Ontario, Canada",181884
6295133,Point of Interest,,tree,Mount McBean,"Mount McBean, Massey, Ontario, Canada",181887
6291958,Point of Interest,,museums,Blockhouse Museum,"Blockhouse Museum, Merrickville-Wolford, Ontario, Canada",181888
553248621532865266,Point of Interest,,,Judith Moore Gallery,"Judith Moore Gallery, Merrickville-Wolford, Ontario, Canada",181888
553248621532865267,Point of Interest,,,Mrs. McGarrigle's Fine Food Shop,"Mrs. McGarrigle's Fine Food Shop, Merrickville-Wolford, Ontario, Canada",181888
6215677,Point of Interest,,golf,The Rock Golf Course,"The Rock Golf Course, Muskoka Lakes, Ontario, Canada",181889
6294864,Point of Interest,,golf,Pine Ridges Golf Course,"Pine Ridges Golf Course, Muskoka Lakes, Ontario, Canada",181889
6294868,Point of Interest,,icecream,Muskoka Sports and Recreation,"Muskoka Sports and Recreation, Muskoka Lakes, Ontario, Canada",181889
6294120,Point of Interest,,tree,Emily Provincial Park,"Emily Provincial Park, Kawartha Lakes, Ontario, Canada",181894
553248621579051409,Point of Interest,,,Youngtown Rock and Roll Museum,"Youngtown Rock and Roll Museum, Kawartha Lakes, Ontario, Canada",181894
553248621579051410,Point of Interest,,,Windy Ridge Conservation Area,"Windy Ridge Conservation Area, Kawartha Lakes, Ontario, Canada",181894
553248621562268341,Point of Interest,,,Palmerston Railway Heritage Museum,"Palmerston Railway Heritage Museum, Minto, Ontario, Canada",181895
553248621532864759,Point of Interest,,,Grand Experiences Canoe and Kayak Outfitters,"Grand Experiences Canoe and Kayak Outfitters, County of Brant, Ontario, Canada",181896
553248621562268073,Point of Interest,,,Lion's Park,"Lion's Park, County of Brant, Ontario, Canada",181896
553248621562268074,Point of Interest,,,St Paul's United Church,"St Paul's United Church, County of Brant, Ontario, Canada",181896
553248621562268083,Point of Interest,,,Paris Presbyterian Church,"Paris Presbyterian Church, County of Brant, Ontario, Canada",181896
553248621562268084,Point of Interest,,,Paris Museum & Historical Society,"Paris Museum & Historical Society, County of Brant, Ontario, Canada",181896
6294177,Point of Interest,,museums,Muskoka Lakes Museum,"Muskoka Lakes Museum, Muskoka Lakes, Ontario, Canada",181897
6294866,Point of Interest,,golf,Lake Joseph Golf Club,"Lake Joseph Golf Club, Muskoka Lakes, Ontario, Canada",181897
553248621560883636,Point of Interest,,,The Port Carling Wall,"The Port Carling Wall, Muskoka Lakes, Ontario, Canada",181897
6290763,Point of Interest,,golf,Whisky Run Golf Club,"Whisky Run Golf Club, Ontario, Canada",181898
6290765,Point of Interest,,theater,Showboat Festival Theatre,"Showboat Festival Theatre, Port Colborne, Ontario, Canada",181898
6290770,Point of Interest,,tree,Humberstone Marsh Conservation Area,"Humberstone Marsh Conservation Area, Ontario, Canada",181898
6290780,Point of Interest,,tree,HH Knoll Lakeview Park,"HH Knoll Lakeview Park, Port Colborne, Ontario, Canada",181898
6291146,Point of Interest,,stadium,Humberstone Speedway,"Humberstone Speedway, Ontario, Canada",181898
6292067,Point of Interest,,anchor,Sugarloaf Harbour Marina,"Sugarloaf Harbour Marina, Port Colborne, Ontario, Canada",181898
6292069,Point of Interest,,sunglass,Humberstone Centennial Park Beach,"Humberstone Centennial Park Beach, Ontario, Canada",181898
6292112,Point of Interest,,tree,Lock 8 Gateway Park,"Lock 8 Gateway Park, Port Colborne, Ontario, Canada",181898
6292120,Point of Interest,,civic,Port Colborne Visitor Information Centre,"Port Colborne Visitor Information Centre, Port Colborne, Ontario, Canada",181898
6292210,Point of Interest,,museums,Port Colborne Historical and Marine Museum,"Port Colborne Historical and Marine Museum, Port Colborne, Ontario, Canada",181898
6292219,Point of Interest,,tree,Mud Lake Conservation Area,"Mud Lake Conservation Area, Port Colborne, Ontario, Canada",181898
6292351,Point of Interest,,golf,Emerald Pines Golf Club,"Emerald Pines Golf Club, Port Colborne, Ontario, Canada",181898
6292355,Point of Interest,,sunglass,Nickel Beach,"Nickel Beach, Port Colborne, Ontario, Canada",181898
6292410,Point of Interest,,sign,Port Promenade,"Port Promenade, Port Colborne, Ontario, Canada",181898
553248621532864818,Point of Interest,,,Roselawn Centre for the Arts,"Roselawn Centre for the Arts, Port Colborne, Ontario, Canada",181898
553248621532864819,Point of Interest,,,Greater Niagara Circle Route,"Greater Niagara Circle Route, Port Colborne, Ontario, Canada",181898
553248621532864822,Point of Interest,,,The Friendship Trail,"The Friendship Trail, Port Colborne, Ontario, Canada",181898
553248621532864823,Point of Interest,,,Humberstone Centennial Park,"Humberstone Centennial Park, Ontario, Canada",181898
553248621532864850,Point of Interest,,,Port Colborne Country Club,"Port Colborne Country Club, Port Colborne, Ontario, Canada",181898
553248621532864851,Point of Interest,,,Mud Lake Conservation Park,"Mud Lake Conservation Park, Port Colborne, Ontario, Canada",181898
553248621532864710,Point of Interest,,,Port Stanley Terminal Rail,"Port Stanley Terminal Rail, Central Elgin, Ontario, Canada",181900
6273920,Point of Interest,,golf,South Port Golf Course,"South Port Golf Course, Saugeen Shores, Ontario, Canada",181905
6273922,Point of Interest,,tree,Dennys Dam Conservation Area,"Dennys Dam Conservation Area, Arran-Elderslie, Ontario, Canada",181905
553248621532864923,Point of Interest,,,Thorncrest Outfitters,"Thorncrest Outfitters, Saugeen Shores, Ontario, Canada",181905
553248621532864924,Point of Interest,,,Southampton Art School and Gallery,"Southampton Art School and Gallery, Saugeen Shores, Ontario, Canada",181905
553248621554118007,Point of Interest,,,Bruce County Museum & Cultural Centre,"Bruce County Museum & Cultural Centre, Saugeen Shores, Ontario, Canada",181905
553248621554118008,Point of Interest,,,Chippewa Golf & Country Club,"Chippewa Golf & Country Club, Saugeen Shores, Ontario, Canada",181905
6291225,Point of Interest,,theater,St. Jacobs Scoolhouse Theatre,"St. Jacobs Scoolhouse Theatre, Township of Woolwich, Ontario, Canada",181907
6226590,Point of Interest,,museums,Elgin County Railway Museum,"Elgin County Railway Museum, London, Ontario, Canada",181908
553248621532864717,Point of Interest,,,Canada Southern Railway Station,"Canada Southern Railway Station, Saint Thomas, Ontario, Canada",181908
553248621554117993,Point of Interest,,,Pinafore Park,"Pinafore Park, St. Thomas, Ontario, Canada",181908
553248621554117994,Point of Interest,,,Waterworks Park,"Waterworks Park, Talbotville, Ontario, Canada",181908
553248621554117995,Point of Interest,,,Jumbo The Elephant Monument,"Jumbo The Elephant Monument, St. Thomas, Ontario, Canada",181908
553248621554117996,Point of Interest,,,Elgin Military Museum,"Elgin Military Museum, St. Thomas, Ontario, Canada",181908
553248621554117997,Point of Interest,,,St. Thomas-Elgin Public Art Centre,"St. Thomas-Elgin Public Art Centre, St. Thomas, Ontario, Canada",181908
6213301,Train Station,,,Whitchurch-Stouffville Station,"Whitchurch-Stouffville Station, Ontario, Canada",181909
6352603,City,,,Thomasburg,"Thomasburg, Ontario, Canada",181910
3000428782,City,,,Actinolite,"Actinolite, Tweed, Ontario, Canada",181910
553248621532865308,Point of Interest,,,Eastern Ontario Trails,"Eastern Ontario Trails, Tweed, Ontario, Canada",181910
553248621532864646,Point of Interest,,,Fort Vermilion,"Fort Vermilion, Vermilion Bay, Ontario, Canada",181912
553248623140018014,Point of Interest,,,Woodland Arena,"Woodland Arena, Vermilion Bay, Ontario, Canada",181912
553248624895507639,Point of Interest,,regional,Aaron Lake,"Aaron Lake, Vermilion Bay, Ontario, Unorganized Kenora District, Canada",181912
553248621554118015,Point of Interest,,,Wallaceburg & District Museum,"Wallaceburg & District Museum, Chatham-Kent, Ontario, Canada",181913
6171306,Point of Interest,,tree,Wasaga Beach Provincial Park,"Wasaga Beach Provincial Park, Wasaga Beach, Ontario, Canada",181914
6286074,Point of Interest,,historic,Nancy Island Historic Site,"Nancy Island Historic Site, Wasaga Beach, Ontario, Canada",181914
6286076,Point of Interest,,tree,Tower Island,"Tower Island, Wasaga Beach, Ontario, Canada",181914
6297035,Point of Interest,,icecream,Blue Mountain Go-Karts,"Blue Mountain Go-Karts, Wasaga Beach, Ontario, Canada",181914
6297067,Point of Interest,,icecream,Wasaga 500 Go Karts,"Wasaga 500 Go Karts, Wasaga Beach, Ontario, Canada",181914
6297072,Point of Interest,,golf,Marlwood Golf and Country Club,"Marlwood Golf and Country Club, Wasaga Beach, Ontario, Canada",181914
6297077,Point of Interest,,golf,Wasaga Sands Golf Course,"Wasaga Sands Golf Course, Wasaga Beach, Ontario, Canada",181914
6303288,Point of Interest,,tree,Wasaga Beach Nordic Centre,"Wasaga Beach Nordic Centre, Wasaga Beach, Ontario, Canada",181914
6304829,Point of Interest,,icecream,Skull Island Adventure Golf,"Skull Island Adventure Golf, Wasaga Beach, Ontario, Canada",181914
553248621532865093,Point of Interest,,,Marlwood Golf & Country Club,"Marlwood Golf & Country Club, Wasaga Beach, Ontario, Canada",181914
6295140,Point of Interest,,tree,Whitefish Falls,"Whitefish Falls, Whitefish Falls, Canada",181915
6294168,Point of Interest,,anchor,Windermere Marina,"Windermere Marina, Muskoka Lakes, Ontario, Canada",181916
553248621560883638,Point of Interest,,,Windermere Golf & Country Club,"Windermere Golf & Country Club, Muskoka Lakes, Ontario, Canada",181916
553248621532866369,Point of Interest,,,Jurassic Bart's Dinosaur Museum and Petting Farm,"Jurassic Bart's Dinosaur Museum and Petting Farm, Green Gables, Prince Edward Island, Canada",181917
6299568,Point of Interest,,golf,Brudenell Golf,"Brudenell Golf, Cardigan, Prince Edward Island, Canada",181918
6300121,Point of Interest,,golf,Dundarave Golf Course,"Dundarave Golf Course, Cardigan, Prince Edward Island, Canada",181918
6304478,Point of Interest,,tree,Brudenell River Provincial Park,"Brudenell River Provincial Park, Cardigan, Prince Edward Island, Canada",181918
553248621576385421,Point of Interest,,,Cardigan Area Heritage Centre,"Cardigan Area Heritage Centre, Cardigan, Prince Edward Island, Canada",181918
6261108,Point of Interest,,golf,Eagles Glenn Golf Course,"Eagles Glenn Golf Course, Mayfield, Prince Edward Island, Canada",181919
